Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Discount Amount,Cost of Repairs,Total Sales per Employee,PC Market Price,Finance Amount,Credit Score,Channel,Priority,Payment Method,Storage Capacity,Storage Type,RAM,Purchase Date,Ship Date
North America,Michigan,Midland,ABC Computers,5,Toshiba,Satellite,Sean,Gill,(338)533-4487x339,stephaniegomez@example.com,Erika Larsen,Repairs,13644,17794,231,4217,181,16570,0,694,Offline,High,Bank Transfer,500GB,HDD,2GB,3/22/2021,N/A
Africa,Angola,Bengo,KyaSand Tech Gadgets,8,HP,Pavilion,Tanya,Martinez,139.711.8043x4174,richard30@example.com,Cassidy Mason,Second-hand Sales,22716,24918,630,0,69,24642,144,549,Online,High,Finance,500GB,SSD,2GB,2/19/2023,3/9/2023
North America,California,Riverside,A & A PCs,3,Microsoft,Surface Pro,Susan,Hester,+1-171-841-1278x483,jennifer92@example.org,Ryan Bradley,Returns,25662,29666,297,0,92,27133,0,478,Online,High,Cash,1TB,HDD,8GB,6/13/2021,6/26/2021
North America,Georgia,Columbus,ABC Computers,8,MSI,GS66 Stealth,James,Marshall,(880)083-4134,jerry23@example.net,Kimberly Smith,New Sales,12381,14823,33,0,546,12521,22703,611,Offline,Medium,Finance,500GB,HDD,4GB,11/15/2023,N/A
North America,Texas,Houston,Greens Laptops and PCs,4,Samsung,Notebook 7 Spin,Brandon,Spears,001-635-364-2918x8146,barkerraven@example.org,Lauren Morales,Repairs,17543,19860,85,4917,197,19384,34455,570,Online,Medium,Finance,256GB,HDD,8GB,10/7/2023,10/26/2023
Africa,Tanzania,Njombe,ABC Computers,10,Acer,Aspire E 15,Ryan,Cox,7243967278,joshua25@example.com,Tara Price,Repairs,12107,16053,730,1217,781,14270,0,675,Offline,Low,Cash,256GB,SSD,16GB,8/23/2022,N/A
North America,New York,Garden City,KyaSand Tech Gadgets,9,MSI,GE76 Raider,Jeremy,Perkins,+1-163-705-3411x073,dharris@example.org,Jake Lee,New Sales,19095,21387,393,0,695,20044,0,737,Online,Low,Cash,1TB,HDD,8GB,9/18/2022,9/30/2022
North America,Ohio,Dublin,Western International PCs,2,Asus,ExpertBook B9,Jamie,Lawson,582-086-2490,fevans@example.net,Ann Johnson,Second-hand Sales,18678,23658,618,0,462,22074,0,489,Online,Low,Cash,1TB,SSD,2GB,10/15/2021,10/28/2021
North America,Ohio,Euclid,KyaSand Tech Gadgets,8,Dell,OptiPlex,John,Gonzales,(288)230-4184x66100,lori42@example.org,Ann Johnson,New Sales,14746,19343,716,0,905,15676,40970,721,Offline,High,Finance,500GB,HDD,2GB,2/23/2023,N/A
North America,California,Chula Vista,GHI Machines,7,MSI,GE76 Raider,Eric,Schmidt,422-653-4581x68316,mark05@example.com,Joe Black,Second-hand Sales,28148,31353,456,0,849,30932,13103,494,Online,Medium,Finance,256GB,HDD,2GB,9/8/2022,9/27/2022
North America,Georgia,Warner Robins,Ricks Computers,1,Lenovo,ThinkPad X13 Yoga,Angel,Noble,535-505-9935x014,osantana@example.net,Rebecca Brown,Returns,19208,21335,178,0,271,20902,0,767,Offline,Low,Bank Transfer,256GB,HDD,4GB,9/21/2023,N/A
North America,North Carolina,Jacksonville,KyaSand Tech Gadgets,1,Apple,Apple MacBook Pro,Debra,Foster,+1-472-846-6487x79648,hjones@example.com,Tony Valenzuela,Repairs,13725,17351,261,3266,330,13903,0,524,Online,Medium,Cash,500GB,HDD,4GB,1/18/2023,2/17/2023
Africa,Morocco,Mediouna,Greens Laptops and PCs,9,Asus,ZenBook UX425,Lori,Rodriguez,227-983-0583x334,dfrazier@example.com,John Whitney,Second-hand Sales,13294,17509,944,0,583,14951,0,487,Offline,Low,Bank Transfer,256GB,HDD,2GB,2/15/2022,N/A
North America,North Carolina,Durham,Greens Laptops and PCs,4,Toshiba,Tecra,Matthew,Dawson,789.947.0368,johnathanware@example.com,Morgan Moore,Repairs,24381,28382,921,2237,108,25958,29238,701,Offline,Medium,Finance,500GB,SSD,2GB,12/8/2023,N/A
North America,New York,Freeport,GHI Machines,3,MSI,GL65 Leopard,Christopher,Arnold,746-159-3566,rowlanddiamond@example.net,Sean Guerrero,Returns,21165,25417,416,0,697,25155,22612,487,Online,Low,Finance,500GB,HDD,4GB,10/12/2023,10/18/2023
Africa,Ethiopia,Harari,Jacks Hardware,7,Dell,Chromebook,Dawn,Mason,(224)179-2009x28685,mitchellrandy@example.net,Michael Summers,Second-hand Sales,25605,28214,807,0,952,27978,10269,821,Offline,Medium,Finance,256GB,SSD,16GB,1/10/2024,N/A
Africa,Ghana,Ashanti,Mini Tech,7,Asus,ROG Strix Scar III,Nicole,Wagner,4118790285,camerondanielle@example.net,Jessica Morgan,Returns,13444,15816,779,0,151,14778,0,776,Online,Medium,Bank Transfer,500GB,HDD,8GB,7/5/2022,8/2/2022
North America,Michigan,Sterling Heights,Mini Tech,7,Toshiba,Libretto,Jacqueline,Cain,1935254823,shawngarcia@example.com,Michael Gomez,New Sales,14567,19019,515,0,859,16233,0,595,Offline,High,Bank Transfer,256GB,HDD,8GB,11/13/2022,N/A
Africa,Morocco,Mediouna,Greens Laptops and PCs,3,Lenovo,ThinkPad T14,Karen,Stevens,(891)640-6389,samuelmartinez@example.org,Kelly Mitchell,New Sales,21163,23223,925,0,415,22994,26409,752,Offline,Low,Finance,1TB,HDD,2GB,7/5/2023,N/A
Africa,Botswana,North-West,GH PC Shop,6,Asus,VivoBook Flip 14,Justin,Wolfe,7703980873,nelsonnicholas@example.net,Lisa Williams,Returns,6167,10939,428,0,137,6645,33990,849,Offline,Medium,Finance,1TB,HDD,2GB,8/1/2023,N/A
Africa,Angola,Uige,LJ Computers,3,HP,Probook,Nicholas,Johnson,124.772.9466x01437,samuel92@example.net,Kimberly Duncan,Repairs,5268,8789,594,3578,866,6560,0,475,Online,Medium,Cash,256GB,HDD,4GB,10/12/2023,10/20/2023
North America,Ohio,Lorain,CK Tech Store,10,Asus,VivoBook S14,Andrea,Carr,001-772-207-7719,rclark@example.org,Ann Johnson,Second-hand Sales,28837,31870,426,0,781,31658,0,501,Online,Medium,Bank Transfer,1TB,HDD,2GB,12/22/2022,1/3/2023
North America,Pennsylvania,Easton,Western International PCs,7,Apple,Apple PowerBook G4,Todd,Smith,(265)291-3460,sarah56@example.net,Carl Davis,Repairs,8625,13059,398,1122,564,11865,44216,461,Offline,Low,Finance,500GB,HDD,16GB,4/13/2023,N/A
Africa,Kenya,Bungoma,ABC Computers,1,Apple,Apple Macintosh Classic,Calvin,Robinson,-1835,william35@example.com,Amy Johnson,Returns,19831,23372,72,0,778,22516,0,593,Online,Low,Bank Transfer,1TB,HDD,2GB,1/13/2024,1/19/2024
Africa,Egypt,Giza,S & A Computer Place,6,Toshiba,Satellite,Jose,Cruz,(477)050-3664,ccameron@example.com,Evan Scott,Second-hand Sales,5053,8420,203,0,931,8025,0,631,Online,Low,Bank Transfer,500GB,SSD,8GB,6/24/2023,7/2/2023
North America,Florida,Coral Springs,ABC Computers,2,Microsoft,Surface Go,Tammy,Williams,+1-174-625-4880x2505,dawnrusso@example.com,Mark Evans,Second-hand Sales,9083,11608,618,0,531,11409,0,426,Online,Low,Bank Transfer,500GB,SSD,4GB,6/6/2021,6/24/2021
Africa,Egypt,Luxor,GH PC Shop,6,Toshiba,Libretto,Daniel,Gardner,866-252-1277x743,lfoster@example.com,Michael Gibson,Returns,23076,27558,172,0,888,23543,0,816,Offline,Medium,Cash,500GB,SSD,2GB,7/28/2021,N/A
Africa,Tanzania,Shinyanga,Ricks Computers,6,HP,Pavilion,Shelly,Cooper,652-807-4973x274,joshuamorrow@example.org,Tara Price,New Sales,26039,30802,541,0,854,30723,0,591,Offline,Low,Bank Transfer,1TB,HDD,2GB,12/7/2021,N/A
North America,New York,Spring Valley,DEF Machines,8,Apple,Apple Lisa,Patrick,Chang,(953)533-9374x454,snyderjon@example.com,Alan Newman,Returns,15367,19663,959,0,846,16647,0,495,Online,Low,Cash,256GB,HDD,8GB,5/19/2022,6/15/2022
Africa,Kenya,Kisii,CK Tech Store,8,HP,Pavilion,Jay,Hernandez,694.239.6817,kbyrd@example.net,Cassandra Mcmillan,New Sales,10138,12653,502,0,76,10503,28747,686,Online,Medium,Finance,1TB,HDD,2GB,8/20/2021,8/30/2021
North America,California,San Bernardino,ABC Computers,6,Samsung,Notebook 9,Michelle,Medina,731.598.1523x46219,fraziermitchell@example.org,Linda Perez,Repairs,4966,8136,926,3240,982,5633,0,808,Online,Medium,Cash,1TB,SSD,16GB,7/2/2021,7/5/2021
North America,Pennsylvania,Lancaster,Mini Tech,3,Acer,Predator Helios 300,Scott,Morrison,+1-653-175-2141x9978,rebecca53@example.net,Michael Smith,New Sales,20261,24216,859,0,575,20468,11416,594,Online,Low,Finance,256GB,HDD,4GB,2/10/2024,2/24/2024
North America,North Carolina,Gastonia,Ricks Computers,5,HP,Omen,Betty,Martinez,3613983432,turnerronald@example.com,Tony Valenzuela,New Sales,19268,22513,561,0,449,22300,0,749,Online,High,Cash,1TB,HDD,16GB,5/26/2021,6/12/2021
North America,California,Sacramento,Greens Laptops and PCs,5,Microsoft,Surface Laptop,Bryan,Munoz,933.694.4782x99809,millerkyle@example.com,Amber Montgomery,New Sales,27225,30842,0,0,257,29505,48135,657,Offline,Medium,Finance,256GB,SSD,2GB,10/11/2023,N/A
North America,Texas,Brownsville,Jacks Hardware,2,Dell,Alienware,John,Eaton,986-900-7974x5281,gcarlson@example.org,Laurie Wright,Second-hand Sales,4776,7290,974,0,887,4901,40188,597,Online,Low,Finance,1TB,SSD,4GB,1/2/2022,1/15/2022
Africa,Egypt,Aswan,KyaSand Tech Gadgets,8,Apple,Apple MacBook Pro,Alexis,Reese,043-855-4650x947,timothycarter@example.com,Jeffrey Nelson,Repairs,11971,15291,584,3763,362,12561,0,691,Online,Low,Cash,1TB,SSD,16GB,12/12/2021,12/14/2021
North America,Florida,Lakeland,ABC Computers,6,Microsoft,Surface Studio,Natasha,Smith,-2614,fjensen@example.net,Mark Evans,Second-hand Sales,25137,29008,138,0,369,27027,7437,513,Offline,Medium,Finance,500GB,HDD,16GB,9/11/2023,N/A
North America,Michigan,Warren,CK Tech Store,5,Samsung,Notebook Flash,John,Smith,188-959-3527,pscott@example.com,Kevin Padilla,Second-hand Sales,23352,26143,957,0,601,23522,0,749,Online,Low,Bank Transfer,500GB,HDD,8GB,6/13/2021,6/28/2021
Africa,Botswana,South-East,DEF Machines,5,Samsung,Chromebook 4,Crystal,Henry,001-875-924-1856x94476,danieljuarez@example.com,Susan Nelson,Second-hand Sales,10762,15668,314,0,423,10973,0,630,Online,High,Bank Transfer,500GB,HDD,2GB,12/23/2021,1/13/2022
North America,Georgia,Warner Robins,GH PC Shop,6,Acer,Spin 5,Heather,Gomez,7581310829,alicia05@example.net,Kimberly Smith,Second-hand Sales,25360,27747,148,0,686,25954,0,458,Online,Low,Bank Transfer,256GB,SSD,4GB,11/11/2022,11/17/2022
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",Mini Tech,7,Dell,XPS,Chad,Rosales,258.420.6419x4769,austinterry@example.com,Alexa Hopkins,Repairs,8835,11843,928,2711,796,10284,0,625,Offline,Low,Cash,256GB,HDD,4GB,10/15/2023,N/A
Africa,Tanzania,Rukwa,Benjis Tech,6,Acer,Swift 3,Samantha,Benjamin,001-198-556-0072x81096,michele85@example.com,Alicia Evans,Repairs,28639,31606,143,1716,521,29668,0,497,Offline,Medium,Cash,500GB,HDD,4GB,11/19/2023,N/A
North America,Florida,Hialeah,GH PC Shop,7,Samsung,Galaxy Chromebook 2,Brian,Thomas,(647)260-3045x786,petersonolivia@example.org,Deborah Anderson MD,Repairs,19166,23598,441,1741,662,22898,25112,839,Offline,Low,Finance,256GB,HDD,16GB,10/31/2022,N/A
Africa,Ghana,Greater Accra,Benjis Tech,4,Lenovo,ThinkPad X1 Yoga,Matthew,Perez,(436)465-4594x80681,vbaker@example.org,Sheila Nichols,Repairs,29185,34005,961,1428,82,32463,0,635,Offline,Low,Cash,500GB,SSD,8GB,2/11/2023,N/A
Africa,Nigeria,Jigawa,KyaSand Tech Gadgets,5,HP,Omen,Victor,Hunter,939.848.7115,ryanperez@example.net,Jennifer Marshall,Second-hand Sales,16271,19836,534,0,54,18071,0,415,Online,Low,Cash,1TB,HDD,2GB,6/13/2022,6/23/2022
North America,Pennsylvania,Altoona,Greens Laptops and PCs,6,Samsung,Notebook 9,Alexander,Miller,(695)288-3460x33132,shannonlam@example.com,Leah Watts,Returns,25185,28086,483,0,456,26674,0,816,Online,Medium,Bank Transfer,1TB,HDD,2GB,10/10/2021,10/30/2021
Africa,Morocco,Berkane,KyaSand Tech Gadgets,2,Microsoft,Surface Go,Michael,Bailey,050.464.6061,angelasims@example.net,Gina Day,Second-hand Sales,14113,18344,497,0,717,15990,25885,796,Offline,High,Finance,1TB,HDD,8GB,6/9/2021,N/A
Africa,Botswana,Central,S & A Computer Place,9,MSI,Modern 15,Sarah,Howard,191-071-0421,sullivanchad@example.net,Heather Singleton,Returns,7830,11407,331,0,10,11336,0,563,Offline,High,Cash,500GB,HDD,4GB,8/26/2021,N/A
Africa,Botswana,Kgalagadi,ABC Computers,7,Samsung,Notebook 7 Spin,William,Garcia,(595)047-1260,kmoran@example.net,Heather Singleton,Repairs,21756,26247,697,2097,147,25536,3487,648,Online,High,Finance,500GB,HDD,8GB,11/25/2021,11/28/2021
North America,Illinois,Elgin,DEF Machines,1,Lenovo,ThinkCentre M920 Tiny,William,Cook,+1-033-879-5375x8848,hornangel@example.net,Jerry Cox,New Sales,26313,30575,629,0,984,26434,0,439,Offline,High,Bank Transfer,1TB,HDD,16GB,4/1/2022,N/A
North America,Illinois,Oak Lawn,Benjis Tech,8,Apple,Apple MacBook Air,Jeffrey,Freeman,367-079-9894,rubiodanielle@example.net,Katie Fernandez,Second-hand Sales,24936,28887,422,0,573,28847,0,831,Offline,Low,Cash,1TB,HDD,8GB,12/9/2022,N/A
Africa,Angola,Zaire,Mini Tech,3,HP,ZBook,Sarah,Maxwell,2342022014,megan22@example.com,Cassidy Mason,Repairs,3730,5848,568,3951,420,5498,0,730,Online,Medium,Bank Transfer,500GB,HDD,8GB,1/25/2024,2/24/2024
North America,New York,Saratoga Springs,ABC Computers,7,Lenovo,ThinkPad P15s,Alison,Molina,(096)368-7764x735,ewood@example.com,Jake Lee,Second-hand Sales,9820,12780,699,0,272,12549,4690,829,Offline,High,Finance,500GB,SSD,8GB,10/26/2022,N/A
Africa,Egypt,Faiyum,Western International PCs,1,HP,Chromebook,Wayne,Kelly,+1-181-489-2748x0621,matthewmartinez@example.org,Jeffrey Nelson,New Sales,7825,12452,832,0,312,11898,0,415,Offline,Medium,Bank Transfer,256GB,SSD,2GB,1/28/2024,N/A
North America,Illinois,Cicero,KyaSand Tech Gadgets,7,MSI,GS66 Stealth,Tammie,Porter,603-661-8254x4485,kevinmiller@example.com,Jason Phillips,Repairs,14266,18454,202,1987,817,16348,0,545,Online,Low,Cash,256GB,HDD,16GB,12/4/2021,12/17/2021
Africa,Botswana,Kweneng,GHI Machines,2,HP,Elitebook,Tyler,Freeman,312.013.2314x3433,lynn14@example.org,Heather Singleton,New Sales,21791,24314,684,0,554,22599,0,575,Offline,Low,Cash,256GB,SSD,16GB,2/7/2022,N/A
North America,North Carolina,Rocky Mount,Frankies Hardware and Software,4,Apple,Apple Macintosh Classic,Amanda,Johnson,001-289-905-5996x63652,michael46@example.net,Tamara Clark,Repairs,13767,17927,493,3236,816,16802,39159,490,Offline,Medium,Finance,256GB,SSD,16GB,4/23/2023,N/A
North America,Texas,Denton,Frankies Hardware and Software,5,Toshiba,Satellite,Kendra,Frost,892-695-0752x28284,deborahnorman@example.com,Amanda Brown,New Sales,15029,19020,488,0,462,18179,29886,660,Online,Low,Finance,256GB,HDD,16GB,8/6/2022,8/7/2022
North America,California,Bakersfield,Ricks Computers,7,Asus,ProArt StudioBook Pro X,Travis,Snyder,580-793-6204x30100,andrea51@example.com,Rachel Mitchell,New Sales,19758,21801,463,0,286,20291,0,533,Offline,High,Cash,1TB,SSD,4GB,10/17/2021,N/A
North America,Ohio,Elyria,CK Tech Store,6,Toshiba,Dynabook,Jay,Coleman,+1-483-919-4357x562,amanda92@example.net,Erin Tucker,Returns,7892,11571,756,0,34,10055,0,671,Online,Low,Bank Transfer,1TB,HDD,4GB,4/17/2021,4/26/2021
Africa,Morocco,Khenifra,LJ Computers,10,Dell,G Series,Vanessa,Ramsey,(254)855-0652,pamela43@example.org,Brian Johnson,New Sales,28418,31622,582,0,628,30290,0,433,Online,High,Bank Transfer,500GB,HDD,4GB,9/9/2022,9/22/2022
Africa,Tanzania,Katavi,Ricks Computers,6,Dell,G Series,Kathy,Smith,(179)318-4330,brucesmith@example.net,Jennifer Morales,New Sales,14639,18961,589,0,57,14756,15107,798,Offline,Medium,Finance,1TB,SSD,16GB,6/4/2022,N/A
Africa,Ethiopia,Tigray,DEF Machines,3,MSI,GE76 Raider,Vanessa,Keller,001-744-649-5754,marcusfitzgerald@example.net,Joseph Good,Second-hand Sales,24154,28230,60,0,396,27579,0,421,Offline,Low,Cash,256GB,SSD,8GB,11/29/2021,N/A
North America,Michigan,Muskegon,Greens Laptops and PCs,2,Acer,Spin 5,Michael,Scott,001-184-057-6079x2165,weavermelissa@example.net,Tiffany Velez,Repairs,12164,14484,794,2495,579,12597,0,634,Online,High,Bank Transfer,500GB,SSD,4GB,6/20/2021,7/9/2021
Africa,South Africa,North West,S & A Computer Place,7,Acer,Predator Helios 300,Curtis,Cruz,918.677.8158,james54@example.com,Mrs. Barbara Davenport,Second-hand Sales,18437,20810,584,0,528,19562,19062,489,Offline,Low,Finance,1TB,HDD,16GB,8/5/2023,N/A
Africa,Angola,Huambo,A & A PCs,3,Lenovo,ThinkCentre M920 Tiny,Kenneth,Caldwell,167.663.3794x29334,roypierce@example.net,Cassidy Mason,Returns,9703,13305,530,0,167,11317,3396,849,Online,High,Finance,256GB,SSD,4GB,7/25/2022,7/26/2022
Africa,Ethiopia,Tigray,Ricks Computers,1,HP,Pavilion,Lisa,Ashley,-968,irwintara@example.org,Rachel Guerrero,Repairs,5738,10042,879,4203,676,7981,6112,613,Offline,Low,Finance,500GB,SSD,2GB,5/13/2023,N/A
North America,Ohio,Strongsville,KyaSand Tech Gadgets,1,Microsoft,Surface Go,Matthew,Jones,324.931.9080,reeveslisa@example.net,Roger Cole,Second-hand Sales,8984,12054,763,0,445,11717,0,710,Offline,Low,Bank Transfer,500GB,SSD,8GB,6/5/2022,N/A
Africa,Botswana,Kgatleng,DEF Machines,10,Acer,Aspire 5,Anthony,Mcdonald,(092)432-0711,denise18@example.com,Heather Singleton,New Sales,25292,28713,760,0,467,26028,29403,836,Online,High,Finance,500GB,HDD,16GB,9/16/2022,9/26/2022
Africa,Botswana,Kgalagadi,Frankies Hardware and Software,1,Lenovo,ThinkPad P15s,Kyle,Nichols,004-198-4061x5102,ohernandez@example.net,Lisa Williams,Returns,22513,25674,176,0,182,25327,45745,551,Online,Medium,Finance,1TB,SSD,4GB,10/23/2021,11/11/2021
North America,Georgia,Savannah,KyaSand Tech Gadgets,8,Acer,Aspire E 15,Lauren,Lewis,102-391-1111x772,shannon89@example.net,Kimberly Smith,Returns,12645,15813,555,0,180,12727,26140,637,Offline,High,Finance,500GB,SSD,8GB,10/13/2022,N/A
North America,California,Irvine,Western International PCs,7,Dell,OptiPlex,Andrew,Tran,+1-396-932-1135x799,zbush@example.com,Andrew Miranda,Second-hand Sales,11502,13805,281,0,352,12163,2535,428,Online,Low,Finance,256GB,HDD,8GB,1/2/2024,1/5/2024
Africa,Egypt,Asyut,GH PC Shop,3,Acer,Nitro 5,Jacob,Gill,089.969.6753x6994,craigmoore@example.org,Kelly Christian,New Sales,17148,20061,171,0,307,19641,0,624,Offline,Medium,Bank Transfer,256GB,HDD,8GB,1/1/2023,N/A
Africa,Nigeria,Ogun,Benjis Tech,3,Dell,Venue,Tammy,Murray,491.341.2276x14666,jack53@example.net,Randy Dillon,Returns,4194,9142,305,0,924,4911,33419,678,Online,High,Finance,256GB,SSD,16GB,5/9/2022,5/12/2022
Africa,Morocco,Oued Ed-Dahab,Greens Laptops and PCs,6,Apple,Apple PowerBook G4,Claudia,Lowe,495-747-8463,mitchell18@example.com,John Whitney,Second-hand Sales,28609,30788,357,0,439,30348,0,428,Online,Low,Bank Transfer,256GB,HDD,16GB,1/18/2024,1/19/2024
Africa,Tanzania,Lindi,ABC Computers,4,Dell,G Series,Adam,Flynn,908-555-6519,zfreeman@example.org,David Osborn,Returns,24908,28683,982,0,38,26148,0,653,Online,High,Bank Transfer,1TB,HDD,16GB,3/1/2024,3/6/2024
Africa,Kenya,Mandera,S & A Computer Place,1,MSI,GS66 Stealth,Kayla,Brown,001-450-281-2194x6526,vroberson@example.org,Jason Robinson,Repairs,9530,13495,714,4834,217,10873,46851,698,Online,Low,Finance,256GB,SSD,2GB,9/12/2021,9/24/2021
Africa,Egypt,Sohag,Benjis Tech,1,MSI,GP65 Leopard,Leslie,Brock,001-693-649-5439x46438,jeffreyjackson@example.com,Evan Scott,Repairs,24389,28042,580,1278,650,26607,45934,489,Offline,Medium,Finance,1TB,SSD,16GB,2/13/2022,N/A
North America,New York,Glen Cove,DEF Machines,6,MSI,GE76 Raider,Christine,Simon,1553928987,courtney74@example.com,Natalie Jimenez,New Sales,3287,8286,522,0,809,6612,41134,706,Offline,High,Finance,1TB,HDD,16GB,11/22/2022,N/A
Africa,Kenya,Narok,Greens Laptops and PCs,10,MSI,GP65 Leopard,Justin,Foster,(917)040-3456,richardkim@example.com,Jason Robinson,Returns,4869,6898,309,0,809,6346,17891,696,Online,High,Finance,1TB,HDD,4GB,12/18/2023,1/1/2024
Africa,Egypt,Minya,A & A PCs,2,Acer,ConceptD 5,Kevin,Guzman,041-890-7234x15689,hunterjennifer@example.com,Mario Daniel,Returns,19502,23673,896,0,918,22306,0,701,Online,Low,Cash,256GB,SSD,2GB,2/24/2024,3/19/2024
Africa,Ethiopia,Oromia,DEF Machines,1,Apple,Apple PowerBook G4,Jackie,Thomas,417.492.2922x035,areyes@example.org,Jacob Spencer,Second-hand Sales,6112,8848,9,0,106,6709,0,538,Online,High,Cash,1TB,SSD,8GB,6/23/2023,7/7/2023
Africa,South Africa,Eastern Cape,A & A PCs,10,MSI,GP65 Leopard,Carrie,White,(661)958-4472x9722,kmeyer@example.org,Daniel Lane,New Sales,19022,23186,755,0,853,19048,43368,771,Offline,Medium,Finance,500GB,SSD,8GB,4/4/2023,N/A
North America,Texas,Abilene,ABC Computers,1,MSI,Alpha 15,Patricia,Moss,755.305.5371x8477,harveyjames@example.net,Lauren Morales,Returns,14545,18693,681,0,765,14809,0,634,Online,Medium,Bank Transfer,500GB,SSD,2GB,9/12/2022,9/24/2022
North America,Ohio,Columbus,LJ Computers,9,Acer,Aspire 5,Michael,Ritter,(357)710-6825x35078,cheryllewis@example.org,Mr. Nathan Douglas,Returns,7090,11787,322,0,538,10076,0,678,Offline,Low,Bank Transfer,256GB,HDD,16GB,4/27/2022,N/A
North America,Pennsylvania,Pittsburgh,Benjis Tech,6,HP,Stream,Manuel,Moyer,(298)823-4484x9369,cfreeman@example.org,Michael Chan,Second-hand Sales,3643,6046,980,0,424,4246,0,466,Offline,Medium,Bank Transfer,1TB,SSD,16GB,2/21/2023,N/A
Africa,Egypt,Kafr El Sheikh,ABC Computers,3,Toshiba,Satellite,Jennifer,Palmer,(481)281-7728x6836,barbara33@example.net,Evan Scott,New Sales,7235,9722,829,0,856,8417,22180,473,Offline,Medium,Finance,1TB,SSD,8GB,6/5/2021,N/A
Africa,Tanzania,Iringa,KyaSand Tech Gadgets,1,Acer,Nitro 5,Benjamin,Mercado,2704533034,rachel55@example.org,Aaron Taylor,Second-hand Sales,9565,13715,79,0,211,10618,0,618,Offline,Low,Cash,1TB,HDD,2GB,1/3/2022,N/A
North America,Ohio,Warren,GHI Machines,1,Dell,Vostro,Debra,Jackson,+1-461-248-3039x572,erik00@example.org,Roger Cole,Returns,5650,10570,20,0,659,6544,0,693,Offline,Medium,Cash,500GB,HDD,4GB,9/27/2022,N/A
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",Western International PCs,4,Microsoft,Surface Laptop,Elizabeth,Holden,+1-841-017-6307x29439,ekirby@example.org,Kenneth Herring,Second-hand Sales,14969,19134,151,0,542,15596,0,553,Offline,High,Cash,256GB,HDD,16GB,7/18/2022,N/A
Africa,Tanzania,Pwani,Western International PCs,2,Apple,Apple Macintosh Classic,Carrie,Parrish,645.426.0376x94113,david68@example.net,Corey Rasmussen,Second-hand Sales,12867,17235,390,0,177,14242,12439,486,Offline,Low,Finance,500GB,SSD,4GB,11/18/2021,N/A
Africa,Ghana,Greater Accra,KyaSand Tech Gadgets,3,Asus,VivoBook S14,Denise,Torres,+1-714-334-1544x7733,colonandrea@example.org,Krista Wu,New Sales,23068,26108,980,0,609,23936,17942,427,Online,Low,Finance,500GB,HDD,4GB,8/30/2022,9/21/2022
Africa,Tanzania,Mwanza,CK Tech Store,9,MSI,Alpha 15,Natasha,Moreno,628.092.6650x802,imorris@example.org,David Osborn,Returns,18233,20343,637,0,453,18908,0,565,Offline,High,Cash,256GB,SSD,8GB,10/6/2021,N/A
Africa,Kenya,Makueni,GH PC Shop,3,Dell,Venue,Angela,Richards,996-684-5471,chadharrington@example.net,Danielle Cole,New Sales,28753,30766,382,0,374,30147,0,616,Offline,Medium,Bank Transfer,256GB,HDD,2GB,5/31/2022,N/A
